iter	Passed	Remaining
1691	6322	4887
1692	6326	4884
1693	6331	4881
1694	6335	4877
1695	6338	4873
1696	6342	4869
1697	6345	4865
1698	6349	4861
1699	6353	4858
1700	6356	4854
1701	6360	4850
1702	6364	4847
1703	6367	4843
1704	6371	4839
1705	6374	4835
1706	6378	4831
1707	6382	4827
1708	6385	4824
1709	6389	4820
1710	6392	4816
1711	6396	4812
1712	6400	4808
1713	6403	4804
1714	6407	4800
1715	6410	4797
1716	6414	4793
1717	6418	4789
1718	6421	4785
1719	6425	4781
1720	6428	4777
1721	6432	4773
1722	6435	4769
1723	6439	4766
1724	6443	4762
1725	6447	4759
1726	6450	4755
1727	6454	4751
1728	6458	4747
1729	6462	4744
1730	6466	4740
1731	6469	4736
1732	6473	4732
1733	6476	4728
1734	6480	4724
1735	6483	4721
1736	6487	4717
1737	6491	4713
1738	6494	4709
1739	6498	4705
1740	6502	4701
1741	6505	4698
1742	6509	4694
1743	6512	4690
1744	6516	4686
1745	6519	4682
1746	6523	4678
1747	6526	4674
1748	6530	4670
1749	6533	4666
1750	6537	4663
1751	6540	4659
1752	6544	4655
1753	6547	4651
1754	6551	4647
1755	6554	4643
1756	6558	4639
1757	6561	4635
1758	6565	4631
1759	6568	4628
1760	6572	4624
1761	6576	4620
1762	6579	4616
1763	6583	4612
1764	6586	4608
1765	6589	4604
1766	6593	4600
1767	6596	4596
1768	6600	4592
1769	6603	4588
1770	6606	4584
1771	6610	4580
1772	6613	4577
1773	6617	4573
1774	6621	4569
1775	6624	4565
1776	6629	4562
1777	6634	4560
1778	6638	4556
1779	6642	4552
1780	6647	4549
1781	6651	4546
1782	6655	4542
1783	6658	4538
1784	6662	4534
1785	6665	4530
1786	6671	4528
1787	6675	4524
1788	6678	4521
1789	6682	4517
1790	6686	4513
1791	6690	4509
1792	6694	4506
1793	6697	4502
1794	6701	4499
1795	6706	4496
1796	6710	4492
1797	6714	4488
1798	6717	4484
1799	6721	4481
1800	6725	4477
1801	6728	4473
1802	6732	4469
1803	6735	4465
1804	6739	4462
1805	6743	4458
1806	6747	4454
1807	6750	4450
1808	6754	4446
1809	6758	4443
1810	6761	4439
1811	6765	4435
1812	6769	4431
1813	6772	4427
1814	6776	4424
1815	6780	4420
1816	6783	4416
1817	6787	4412
1818	6790	4409
1819	6794	4405
1820	6798	4401
1821	6802	4397
1822	6805	4393
1823	6809	4390
1824	6812	4386
1825	6816	4382
1826	6819	4378
1827	6823	4374
1828	6827	4370
1829	6830	4367
1830	6834	4363
1831	6837	4359
1832	6841	4355
1833	6844	4351
1834	6848	4347
1835	6852	4344
1836	6855	4340
1837	6859	4336
1838	6862	4332
1839	6866	4328
1840	6870	4325
1841	6873	4321
1842	6877	4317
1843	6880	4313
1844	6884	4309
1845	6887	4305
1846	6891	4302
1847	6895	4298
1848	6898	4294
1849	6902	4290
1850	6906	4287
1851	6910	4283
1852	6913	4279
1853	6917	4275
1854	6920	4271
1855	6924	4268
1856	6928	4264
1857	6931	4260
1858	6935	4256
1859	6939	4253
1860	6943	4249
1861	6946	4245
1862	6950	4242
1863	6954	4238
1864	6958	4234
1865	6962	4230
1866	6965	4227
1867	6969	4223
1868	6973	4220
1869	6977	4216
1870	6981	4212
1871	6985	4209
1872	6990	4206
1873	6993	4202
1874	6997	4198
1875	7001	4194
1876	7005	4191
1877	7009	4187
1878	7012	4183
1879	7016	4180
1880	7020	4176
1881	7023	4172
1882	7027	4168
1883	7031	4165
1884	7035	4161
1885	7038	4157
1886	7042	4153
1887	7046	4150
1888	7050	4146
1889	7053	4142
1890	7056	4138
1891	7060	4134
1892	7063	4130
1893	7067	4126
1894	7070	4122
1895	7073	4118
1896	7077	4114
1897	7080	4111
1898	7083	4107
1899	7087	4103
1900	7091	4099
1901	7094	4095
1902	7097	4091
1903	7101	4087
1904	7104	4083
1905	7107	4079
1906	7111	4075
1907	7114	4072
1908	7118	4068
1909	7121	4064
1910	7125	4060
1911	7128	4056
1912	7132	4052
1913	7135	4048
1914	7139	4044
1915	7142	4040
1916	7146	4037
1917	7149	4033
1918	7153	4029
1919	7156	4025
1920	7160	4021
1921	7163	4017
1922	7166	4013
1923	7170	4009
1924	7173	4005
1925	7176	4001
1926	7180	3998
1927	7183	3994
1928	7186	3990
1929	7190	3986
1930	7194	3982
1931	7197	3978
1932	7201	3974
1933	7204	3970
1934	7207	3967
1935	7211	3963
1936	7214	3959
1937	7217	3955
1938	7221	3951
1939	7224	3947
1940	7228	3943
1941	7231	3939
1942	7234	3935
1943	7238	3931
1944	7241	3928
1945	7245	3924
1946	7248	3920
1947	7251	3916
1948	7255	3912
1949	7258	3908
1950	7261	3904
1951	7265	3900
1952	7268	3896
1953	7272	3892
1954	7275	3888
1955	7279	3885
1956	7282	3881
1957	7285	3877
1958	7289	3873
1959	7292	3869
1960	7296	3865
1961	7299	3862
1962	7303	3858
1963	7306	3854
1964	7310	3850
1965	7313	3846
1966	7317	3842
1967	7320	3839
1968	7324	3835
1969	7327	3831
1970	7331	3827
1971	7334	3823
1972	7338	3819
1973	7341	3815
1974	7345	3811
1975	7349	3808
1976	7352	3804
1977	7355	3800
1978	7359	3796
1979	7362	3792
1980	7366	3789
1981	7369	3785
1982	7373	3781
1983	7377	3777
1984	7380	3774
1985	7384	3770
1986	7388	3766
1987	7392	3763
1988	7396	3759
1989	7400	3755
1990	7403	3752
1991	7407	3748
1992	7411	3744
1993	7414	3740
1994	7418	3737
1995	7421	3733
1996	7425	3729
1997	7429	3725
1998	7432	3721
1999	7436	3718
2000	7439	3714
2001	7443	3710
2002	7447	3706
2003	7450	3703
2004	7454	3699
2005	7458	3695
2006	7461	3691
2007	7465	3688
2008	7469	3684
2009	7473	3680
2010	7477	3677
2011	7481	3673
2012	7485	3670
2013	7489	3666
2014	7493	3663
2015	7497	3659
2016	7501	3655
2017	7505	3652
2018	7508	3648
2019	7512	3644
2020	7516	3640
2021	7519	3637
2022	7523	3633
2023	7527	3629
2024	7531	3626
2025	7534	3622
2026	7538	3618
2027	7542	3614
2028	7545	3611
2029	7549	3607
2030	7553	3603
2031	7556	3599
2032	7560	3596
2033	7564	3592
2034	7568	3588
2035	7571	3585
2036	7575	3581
2037	7578	3577
2038	7582	3573
2039	7585	3569
2040	7588	3565
2041	7592	3561
2042	7595	3558
2043	7599	3554
2044	7602	3550
2045	7606	3546
2046	7609	3542
2047	7612	3538
2048	7616	3535
2049	7620	3531
2050	7623	3527
2051	7626	3523
2052	7630	3519
2053	7633	3515
2054	7636	3511
2055	7640	3507
2056	7643	3504
2057	7647	3500
2058	7650	3496
2059	7653	3492
2060	7657	3488
2061	7660	3484
2062	7663	3480
2063	7667	3477
2064	7670	3473
2065	7674	3469
2066	7677	3465
2067	7680	3461
2068	7684	3457
2069	7687	3453
2070	7690	3449
2071	7694	3446
2072	7697	3442
2073	7700	3438
2074	7704	3434
2075	7707	3430
2076	7711	3426
2077	7714	3422
2078	7717	3418
2079	7721	3415
2080	7724	3411
2081	7727	3407
2082	7731	3403
2083	7734	3399
2084	7737	3395
2085	7741	3391
2086	7744	3388
2087	7747	3384
2088	7751	3380
2089	7754	3376
2090	7758	3372
2091	7761	3368
2092	7764	3364
2093	7768	3361
2094	7771	3357
2095	7775	3353
2096	7778	3349
2097	7782	3345
2098	7785	3341
2099	7788	3338
2100	7792	3334
2101	7795	3330
2102	7799	3326
2103	7802	3322
2104	7805	3318
2105	7809	3315
2106	7812	3311
2107	7816	3307
2108	7819	3303
2109	7823	3299
2110	7826	3296
2111	7830	3292
2112	7833	3288
2113	7838	3285
2114	7841	3281
2115	7845	3277
2116	7848	3273
2117	7852	3269
2118	7855	3266
2119	7858	3262
2120	7862	3258
2121	7866	3254
2122	7869	3250
2123	7873	3247
2124	7877	3243
2125	7880	3239
2126	7883	3235
2127	7887	3231
2128	7890	3228
2129	7893	3224
2130	7897	3220
2131	7900	3216
2132	7904	3212
2133	7908	3209
2134	7913	3205
2135	7916	3202
2136	7921	3198
2137	7925	3195
2138	7929	3191
2139	7933	3188
2140	7938	3184
2141	7942	3181
2142	7946	3177
2143	7950	3174
2144	7953	3170
2145	7958	3166
2146	7961	3163
2147	7965	3159
2148	7969	3155
2149	7973	3152
2150	7977	3148
2151	7981	3145
2152	7985	3141
2153	7988	3137
2154	7992	3134
2155	7996	3130
2156	8001	3127
2157	8005	3123
2158	8009	3119
2159	8013	3116
2160	8016	3112
2161	8020	3108
2162	8025	3105
2163	8029	3102
2164	8033	3098
2165	8037	3094
2166	8041	3091
2167	8045	3087
2168	8049	3083
2169	8053	3080
2170	8057	3076
2171	8061	3073
2172	8064	3069
2173	8068	3065
2174	8072	3061
2175	8075	3058
2176	8079	3054
2177	8083	3050
2178	8087	3047
2179	8092	3043
2180	8095	3040
2181	8099	3036
2182	8103	3032
2183	8107	3029
2184	8111	3025
2185	8115	3022
2186	8121	3018
2187	8125	3015
2188	8128	3011
2189	8132	3007
2190	8136	3004
2191	8140	3000
2192	8144	2997
2193	8148	2993
2194	8152	2989
2195	8156	2986
2196	8160	2982
2197	8164	2978
2198	8168	2975
2199	8172	2971
2200	8176	2968
2201	8180	2964
2202	8183	2960
2203	8188	2957
2204	8192	2953
2205	8196	2950
2206	8200	2946
2207	8205	2943
2208	8210	2939
2209	8214	2936
2210	8218	2932
2211	8223	2929
2212	8227	2926
2213	8232	2922
2214	8236	2919
2215	8241	2915
2216	8245	2912
2217	8250	2908
2218	8255	2905
2219	8259	2902
2220	8264	2898
2221	8268	2895
2222	8273	2891
2223	8277	2888
2224	8282	2884
2225	8287	2881
2226	8292	2878
2227	8296	2874
2228	8302	2871
2229	8306	2868
2230	8311	2864
2231	8316	2861
2232	8321	2858
2233	8325	2854
2234	8329	2851
2235	8334	2847
2236	8338	2844
2237	8343	2840
2238	8347	2837
2239	8352	2833
2240	8356	2830
2241	8361	2826
2242	8365	2823
2243	8370	2819
2244	8375	2816
2245	8379	2813
2246	8384	2809
2247	8388	2806
2248	8392	2802
2249	8397	2799
2250	8401	2795
2251	8405	2791
2252	8409	2788
2253	8414	2784
2254	8419	2781
2255	8426	2779
2256	8431	2775
2257	8436	2772
2258	8440	2768
2259	8445	2765
2260	8450	2761
2261	8454	2758
2262	8458	2754
2263	8463	2751
2264	8468	2747
2265	8472	2744
2266	8476	2740
2267	8481	2737
2268	8485	2733
2269	8489	2730
2270	8493	2726
2271	8497	2722
2272	8501	2719
2273	8505	2715
2274	8509	2711
2275	8513	2708
2276	8517	2704
2277	8521	2701
2278	8525	2697
2279	8529	2693
2280	8533	2689
2281	8536	2686
2282	8540	2682
2283	8544	2678
2284	8547	2674
2285	8551	2670
2286	8555	2667
2287	8558	2663
2288	8562	2659
2289	8566	2655
2290	8569	2652
2291	8573	2648
2292	8577	2644
2293	8581	2641
2294	8585	2637
2295	8589	2633
2296	8593	2629
2297	8597	2626
2298	8601	2622
2299	8604	2618
2300	8608	2615
2301	8612	2611
2302	8615	2607
2303	8619	2603
2304	8622	2599
2305	8626	2596
2306	8630	2592
2307	8633	2588
2308	8637	2584
2309	8641	2581
2310	8644	2577
2311	8649	2573
2312	8652	2570
2313	8656	2566
2314	8660	2562
2315	8664	2558
2316	8667	2555
2317	8671	2551
2318	8675	2547
2319	8679	2543
2320	8683	2540
2321	8687	2536
2322	8691	2532
2323	8694	2529
2324	8698	2525
2325	8702	2521
2326	8705	2517
2327	8709	2514
2328	8713	2510
2329	8717	2506
2330	8721	2502
2331	8724	2499
2332	8728	2495
2333	8732	2491
2334	8736	2488
2335	8740	2484
2336	8744	2480
2337	8747	2476
2338	8751	2473
2339	8755	2469
2340	8759	2465
2341	8763	2462
2342	8767	2458
2343	8771	2454
2344	8775	2451
2345	8779	2447
2346	8782	2443
2347	8786	2439
2348	8790	2436
2349	8794	2432
2350	8798	2428
2351	8801	2425
2352	8805	2421
2353	8810	2417
2354	8814	2414
2355	8817	2410
2356	8822	2406
2357	8826	2403
2358	8831	2399
2359	8835	2395
2360	8839	2392
2361	8842	2388
2362	8846	2384
2363	8850	2381
2364	8853	2377
2365	8857	2373
2366	8861	2369
2367	8865	2366
2368	8868	2362
2369	8873	2358
2370	8877	2355
2371	8881	2351
2372	8885	2347
2373	8889	2344
2374	8893	2340
2375	8897	2336
2376	8900	2332
2377	8904	2329
2378	8908	2325
2379	8912	2321
2380	8916	2317
2381	8919	2314
2382	8923	2310
2383	8927	2306
2384	8930	2302
2385	8934	2299
2386	8938	2295
2387	8941	2291
2388	8945	2287
2389	8949	2284
2390	8953	2280
2391	8957	2276
2392	8961	2273
2393	8965	2269
2394	8970	2265
2395	8974	2262
2396	8977	2258
2397	8981	2254
2398	8985	2250
2399	8990	2247
2400	8993	2243
2401	8997	2239
2402	9001	2236
2403	9004	2232
2404	9008	2228
2405	9012	2224
2406	9015	2221
2407	9019	2217
2408	9023	2213
2409	9027	2210
2410	9031	2206
2411	9035	2202
2412	9039	2199
2413	9043	2195
2414	9047	2191
2415	9051	2187
2416	9055	2184
2417	9059	2180
2418	9063	2176
2419	9067	2173
2420	9071	2169
2421	9075	2165
2422	9079	2162
2423	9083	2158
2424	9087	2154
2425	9091	2150
2426	9094	2147
2427	9098	2143
2428	9102	2139
2429	9107	2136
2430	9111	2132
2431	9115	2128
2432	9120	2125
2433	9124	2121
2434	9128	2118
2435	9132	2114
2436	9135	2110
2437	9139	2106
2438	9142	2102
2439	9146	2099
2440	9150	2095
2441	9153	2091
2442	9157	2087
2443	9160	2084
2444	9164	2080
2445	9168	2076
2446	9172	2072
2447	9175	2069
2448	9179	2065
2449	9183	2061
2450	9188	2058
2451	9192	2054
2452	9196	2050
2453	9200	2047
2454	9204	2043
2455	9208	2039
2456	9212	2035
2457	9216	2032
2458	9220	2028
2459	9224	2024
2460	9228	2021
2461	9232	2017
2462	9236	2013
2463	9240	2010
2464	9245	2006
2465	9249	2002
2466	9252	1999
2467	9257	1995
2468	9261	1991
2469	9265	1988
2470	9268	1984
2471	9272	1980
2472	9276	1976
2473	9280	1973
2474	9286	1969
2475	9290	1966
2476	9294	1962
2477	9298	1958
2478	9301	1954
2479	9305	1951
2480	9309	1947
2481	9313	1943
2482	9317	1940
2483	9321	1936
2484	9325	1932
2485	9329	1928
2486	9333	1925
2487	9337	1921
2488	9342	1918
2489	9346	1914
2490	9350	1910
2491	9354	1907
2492	9358	1903
2493	9363	1899
2494	9367	1896
2495	9371	1892
2496	9375	1888
2497	9379	1884
2498	9383	1881
2499	9387	1877
2500	9391	1873
2501	9395	1870
2502	9399	1866
2503	9404	1862
2504	9408	1859
2505	9412	1855
2506	9416	1851
2507	9420	1848
2508	9425	1844
2509	9429	1840
2510	9432	1837
2511	9436	1833
2512	9441	1829
2513	9445	1825
2514	9449	1822
2515	9452	1818
2516	9456	1814
2517	9460	1811
2518	9465	1807
2519	9469	1803
2520	9473	1800
2521	9477	1796
2522	9481	1792
2523	9485	1788
2524	9489	1785
2525	9493	1781
2526	9497	1777
2527	9500	1773
2528	9506	1770
2529	9510	1766
2530	9514	1762
2531	9518	1759
2532	9522	1755
2533	9525	1751
2534	9529	1748
2535	9533	1744
2536	9537	1740
2537	9541	1736
2538	9545	1733
2539	9549	1729
2540	9553	1725
2541	9557	1721
2542	9560	1718
2543	9564	1714
2544	9568	1710
2545	9571	1706
2546	9575	1703
2547	9578	1699
2548	9582	1695
2549	9586	1691
2550	9590	1688
2551	9594	1684
2552	9597	1680
2553	9601	1676
2554	9605	1672
2555	9610	1669
2556	9613	1665
2557	9618	1662
2558	9622	1658
2559	9626	1654
2560	9630	1650
2561	9635	1647
2562	9639	1643
2563	9642	1639
2564	9646	1635
2565	9650	1632
2566	9653	1628
2567	9657	1624
2568	9660	1620
2569	9664	1617
2570	9668	1613
2571	9672	1609
2572	9676	1605
2573	9680	1602
2574	9684	1598
2575	9688	1594
2576	9691	1590
2577	9695	1587
2578	9699	1583
2579	9703	1579
2580	9709	1576
2581	9713	1572
2582	9717	1568
2583	9721	1564
2584	9724	1561
2585	9728	1557
2586	9732	1553
2587	9736	1550
2588	9742	1546
2589	9746	1542
2590	9752	1539
2591	9756	1535
2592	9760	1532
2593	9766	1528
2594	9770	1524
2595	9774	1521
2596	9778	1517
2597	9783	1513
2598	9787	1510
2599	9791	1506
2600	9795	1502
2601	9800	1499
2602	9804	1495
2603	9808	1491
2604	9812	1487
2605	9816	1484
2606	9820	1480
2607	9825	1476
2608	9829	1473
2609	9833	1469
2610	9837	1465
2611	9841	1461
2612	9845	1458
2613	9849	1454
2614	9853	1450
2615	9859	1447
2616	9863	1443
2617	9867	1439
2618	9871	1436
2619	9875	1432
2620	9880	1428
2621	9886	1425
2622	9890	1421
2623	9895	1417
2624	9899	1414
2625	9903	1410
2626	9907	1406
2627	9912	1403
2628	9916	1399
2629	9920	1395
2630	9924	1391
2631	9928	1388
2632	9932	1384
2633	9938	1381
2634	9943	1377
2635	9947	1373
2636	9951	1369
2637	9956	1366
2638	9960	1362
2639	9964	1358
2640	9968	1355
2641	9973	1351
2642	9979	1348
2643	9984	1344
2644	9988	1340
2645	9992	1336
2646	9997	1333
2647	10001	1329
2648	10006	1325
2649	10013	1322
2650	10018	1318
2651	10023	1315
2652	10030	1311
2653	10034	1308
2654	10039	1304
2655	10043	1300
2656	10048	1297
2657	10052	1293
2658	10057	1289
2659	10061	1286
2660	10065	1282
2661	10069	1278
2662	10073	1274
2663	10077	1271
2664	10081	1267
2665	10085	1263
2666	10089	1259
2667	10093	1256
2668	10097	1252
2669	10102	1248
2670	10105	1244
2671	10109	1241
2672	10113	1237
2673	10117	1233
2674	10121	1229
2675	10126	1226
2676	10130	1222
2677	10134	1218
2678	10138	1214
2679	10142	1211
2680	10146	1207
2681	10151	1203
2682	10155	1199
2683	10158	1196
2684	10162	1192
2685	10165	1188
2686	10170	1184
2687	10173	1180
2688	10177	1177
2689	10181	1173
2690	10184	1169
2691	10188	1165
2692	10192	1161
2693	10195	1158
2694	10199	1154
2695	10203	1150
2696	10206	1146
2697	10210	1142
2698	10213	1139
2699	10217	1135
2700	10221	1131
2701	10224	1127
2702	10228	1123
2703	10232	1120
2704	10236	1116
2705	10239	1112
2706	10243	1108
2707	10247	1104
2708	10250	1101
2709	10254	1097
2710	10258	1093
2711	10261	1089
2712	10265	1085
2713	10268	1082
2714	10272	1078
2715	10276	1074
2716	10280	1070
2717	10283	1066
2718	10287	1063
2719	10291	1059
2720	10295	1055
2721	10299	1051
2722	10303	1048
2723	10306	1044
2724	10310	1040
2725	10314	1036
2726	10317	1032
2727	10321	1029
2728	10325	1025
2729	10328	1021
2730	10333	1017
2731	10337	1014
2732	10341	1010
2733	10344	1006
2734	10348	1002
2735	10352	998
2736	10356	995
2737	10360	991
2738	10363	987
2739	10367	983
2740	10371	980
2741	10375	976
2742	10378	972
2743	10382	968
2744	10386	964
2745	10389	961
2746	10393	957
2747	10397	953
2748	10401	949
2749	10405	945
2750	10409	942
2751	10412	938
2752	10416	934
2753	10420	930
2754	10424	927
2755	10427	923
2756	10431	919
2757	10435	915
2758	10438	911
2759	10443	908
2760	10446	904
2761	10450	900
2762	10454	896
2763	10458	892
2764	10462	889
2765	10465	885
2766	10469	881
2767	10473	877
2768	10476	874
2769	10480	870
2770	10484	866
2771	10487	862
2772	10491	858
2773	10495	855
2774	10499	851
2775	10503	847
2776	10506	843
2777	10510	839
2778	10514	836
2779	10518	832
2780	10522	828
2781	10526	824
2782	10530	821
2783	10534	817
2784	10538	813
2785	10542	809
2786	10545	805
2787	10549	802
2788	10553	798
2789	10557	794
2790	10561	790
2791	10564	787
2792	10568	783
2793	10572	779
2794	10576	775
2795	10579	771
2796	10583	768
2797	10587	764
2798	10590	760
2799	10594	756
2800	10598	752
2801	10602	749
2802	10606	745
2803	10610	741
2804	10614	737
2805	10617	734
2806	10621	730
2807	10625	726
2808	10629	722
2809	10633	718
2810	10637	715
2811	10642	711
2812	10646	707
2813	10650	703
2814	10655	700
2815	10659	696
2816	10663	692
2817	10667	688
2818	10671	685
2819	10675	681
2820	10679	677
2821	10684	673
2822	10689	670
2823	10694	666
2824	10698	662
2825	10702	658
2826	10707	655
2827	10711	651
2828	10716	647
2829	10720	643
2830	10724	640
2831	10729	636
2832	10733	632
2833	10738	628
2834	10742	625
2835	10748	621
2836	10753	617
2837	10757	614
2838	10762	610
2839	10767	606
2840	10771	602
2841	10777	599
2842	10781	595
2843	10786	591
2844	10790	587
2845	10794	584
2846	10799	580
2847	10804	576
2848	10809	572
2849	10813	569
2850	10818	565
2851	10823	561
2852	10828	557
2853	10833	554
2854	10837	550
2855	10842	546
2856	10847	542
2857	10851	539
2858	10856	535
2859	10860	531
2860	10864	527
2861	10869	524
2862	10873	520
2863	10877	516
2864	10881	512
2865	10886	508
2866	10890	505
2867	10895	501
2868	10899	497
2869	10904	493
2870	10908	490
2871	10912	486
2872	10917	482
2873	10921	478
2874	10926	475
2875	10931	471
2876	10936	467
2877	10940	463
2878	10945	460
2879	10949	456
2880	10953	452
2881	10958	448
2882	10962	444
2883	10967	441
2884	10971	437
2885	10976	433
2886	10981	429
2887	10985	426
2888	10990	422
2889	10994	418
2890	10998	414
2891	11003	410
2892	11007	407
2893	11011	403
2894	11015	399
2895	11019	395
2896	11024	391
2897	11028	388
2898	11032	384
2899	11036	380
2900	11041	376
2901	11045	373
2902	11049	369
2903	11053	365
2904	11057	361
2905	11061	357
2906	11066	354
2907	11071	350
2908	11075	346
2909	11080	342
2910	11084	338
2911	11089	335
2912	11093	331
2913	11097	327
2914	11101	323
2915	11105	319
2916	11111	316
2917	11115	312
2918	11119	308
2919	11123	304
2920	11127	300
2921	11131	297
2922	11135	293
2923	11140	289
2924	11144	285
2925	11148	281
2926	11152	278
2927	11156	274
2928	11160	270
2929	11164	266
2930	11167	262
2931	11171	259
2932	11175	255
2933	11180	251
2934	11184	247
2935	11188	243
2936	11192	240
2937	11197	236
2938	11201	232
2939	11205	228
2940	11209	224
2941	11213	221
2942	11218	217
2943	11222	213
2944	11226	209
2945	11230	205
2946	11234	202
2947	11238	198
2948	11242	194
2949	11247	190
2950	11252	186
2951	11256	183
2952	11261	179
2953	11266	175
2954	11270	171
2955	11275	167
2956	11279	164
2957	11284	160
2958	11289	156
2959	11293	152
2960	11297	148
2961	11302	144
2962	11306	141
2963	11310	137
2964	11314	133
2965	11319	129
2966	11323	125
2967	11327	122
2968	11331	118
2969	11336	114
2970	11340	110
2971	11346	106
2972	11350	103
2973	11355	99
2974	11359	95
2975	11363	91
2976	11367	87
2977	11371	84
2978	11375	80
2979	11379	76
2980	11384	72
2981	11388	68
2982	11392	64
2983	11396	61
2984	11400	57
2985	11404	53
2986	11408	49
2987	11412	45
2988	11416	42
2989	11421	38
2990	11425	34
2991	11429	30
2992	11433	26
2993	11438	22
2994	11443	19
2995	11447	15
2996	11451	11
2997	11455	7
2998	11458	3
2999	11462	0
