iter	MAE
153	26.41294956
154	26.40454006
155	26.40310158
156	26.39401529
157	26.38504268
158	26.38009009
159	26.37869281
160	26.37729978
161	26.37559451
162	26.37166722
163	26.36814074
164	26.34750367
165	26.34542007
166	26.34456008
167	26.33554653
168	26.33531367
169	26.33503861
170	26.33498174
171	26.3268469
172	26.31857537
173	26.30989457
174	26.30833596
175	26.30728853
176	26.29928749
177	26.29673277
178	26.29411743
179	26.292883
180	26.28599598
181	26.28143737
182	26.27698395
183	26.27214457
184	26.26724077
185	26.26651474
186	26.25906463
187	26.23415439
188	26.23050693
189	26.22856641
190	26.22137555
191	26.22089142
192	26.20310494
193	26.20245441
194	26.1988437
195	26.19443688
196	26.18758823
197	26.18258849
198	26.18197238
199	26.16929177
200	26.16461659
201	26.15820067
202	26.15565577
203	26.1520979
204	26.15197251
205	26.14516057
206	26.13937489
207	26.13645445
208	26.13248156
209	26.12908576
210	26.12670855
211	26.12169463
212	26.12038773
213	26.1182507
214	26.11751986
215	26.11521714
216	26.11306128
217	26.10647635
218	26.10035636
219	26.09825218
220	26.09275401
221	26.09079674
222	26.09031435
223	26.08878266
224	26.08670823
225	26.08621284
226	26.08469426
227	26.07645389
228	26.0723955
229	26.07072462
230	26.06904699
231	26.05590088
232	26.05218686
233	26.04496512
234	26.04162923
235	26.04037864
236	26.0396188
237	26.03868385
238	26.02524735
239	26.02230567
240	26.01151921
241	26.01092146
242	26.00368665
243	25.99393453
244	25.98954256
245	25.98923385
246	25.96998495
247	25.95568947
248	25.93335538
249	25.92732566
250	25.92562181
251	25.92471426
252	25.92320127
253	25.90661615
254	25.90372388
255	25.90251744
256	25.89413064
257	25.86976871
258	25.86753323
259	25.86096444
260	25.85968938
261	25.85757186
262	25.85267745
263	25.83628331
264	25.83236492
265	25.8233121
266	25.82151048
267	25.81994004
268	25.8176525
269	25.81163364
270	25.80337487
271	25.79910125
272	25.78314124
273	25.77310619
274	25.7558141
275	25.74973546
276	25.73978822
277	25.73485601
278	25.72144437
279	25.71462059
280	25.71068436
281	25.68989397
282	25.68725237
283	25.68513758
284	25.68350016
285	25.67818841
286	25.66788773
287	25.66698121
288	25.65641931
289	25.65486966
290	25.65357885
291	25.64595967
292	25.64481565
293	25.63905335
294	25.63520445
295	25.63464429
296	25.62239697
297	25.61327456
298	25.60431031
299	25.60266565
300	25.59806019
301	25.59294792
302	25.58496123
303	25.58004704
304	25.57464423
305	25.56695279
306	25.56643771
307	25.55875078
308	25.55515216
309	25.55201049
310	25.54853283
311	25.54829777
312	25.54572006
313	25.54414509
314	25.53283319
315	25.53171152
316	25.53042532
317	25.52920891
318	25.52765361
319	25.52654159
320	25.52537546
321	25.52427559
322	25.52328372
323	25.52162042
324	25.51978008
325	25.51441985
326	25.51099158
327	25.50470021
328	25.50100153
329	25.50069347
330	25.49957856
331	25.4979145
332	25.49649792
333	25.48513371
334	25.48381197
335	25.47951268
336	25.47845887
337	25.47720482
338	25.47623679
339	25.4681569
340	25.4590725
341	25.45809651
342	25.45051851
343	25.44698316
344	25.442841
345	25.43562096
346	25.42270171
347	25.4163729
348	25.41525457
349	25.40801957
350	25.40101949
351	25.39414965
352	25.3915426
353	25.39060716
354	25.38390682
355	25.38201994
356	25.37359748
357	25.3690177
358	25.36819907
359	25.36523448
360	25.3625436
361	25.36128373
362	25.35922381
363	25.35564704
364	25.35306629
365	25.35095884
366	25.35041925
367	25.34967797
368	25.34904057
369	25.34267774
370	25.34235081
371	25.33635252
372	25.33344552
373	25.32770736
374	25.32711942
375	25.32535042
376	25.3185416
377	25.31207624
378	25.3105247
379	25.30439918
380	25.30282939
381	25.30248129
382	25.30179303
383	25.30025235
384	25.29798427
385	25.29767645
386	25.29373878
387	25.29024809
388	25.2900371
389	25.28890029
390	25.28749799
391	25.28409404
392	25.28350793
393	25.2822904
394	25.28114912
395	25.27974405
396	25.27391242
397	25.26886036
398	25.26778479
399	25.26479128
400	25.26249008
401	25.25888172
402	25.25828727
403	25.25631784
404	25.25351141
405	25.25093365
406	25.24414725
407	25.24283578
408	25.23792399
409	25.23354136
410	25.23186912
411	25.22736505
412	25.22602363
413	25.22356185
414	25.22141791
415	25.21994629
416	25.21956536
417	25.21648875
418	25.2147138
419	25.20892418
420	25.20702066
421	25.20649298
422	25.20559006
423	25.20514061
424	25.20265215
425	25.20176795
426	25.20128272
427	25.19594256
428	25.19453728
429	25.18788453
430	25.18498845
431	25.18414076
432	25.1782277
433	25.1706493
434	25.16844819
435	25.16488598
436	25.15504172
437	25.14870115
438	25.14467241
439	25.1435509
440	25.14029156
441	25.13927621
442	25.13611094
443	25.13311304
444	25.13207132
445	25.13041498
446	25.12964646
447	25.12699894
448	25.12519535
449	25.12367284
450	25.12336702
451	25.11822164
452	25.11086995
453	25.10850582
454	25.10599672
455	25.10572277
456	25.10493859
457	25.10462924
458	25.10281567
459	25.10079194
460	25.09998461
461	25.09938247
462	25.09667252
463	25.09592232
464	25.09553894
465	25.08963077
466	25.08916215
467	25.08746477
468	25.08209772
469	25.08060549
470	25.07737471
471	25.07708621
472	25.07694729
473	25.07453117
474	25.07106798
475	25.06371283
476	25.0625137
477	25.06167334
478	25.05885437
479	25.05605249
480	25.05509861
481	25.05274768
482	25.05201135
483	25.05093864
484	25.05036253
485	25.04958943
486	25.04852754
487	25.04813844
488	25.04687788
489	25.04642012
490	25.04599174
491	25.04545198
492	25.04455891
493	25.04395062
494	25.04313961
495	25.03873275
496	25.02890646
497	25.02347729
498	25.02292868
499	25.0180525
500	25.01004121
501	25.0092193
502	25.00582537
503	25.00530206
504	25.00479575
505	25.00425571
506	25.00347234
507	25.00157422
508	24.99830871
509	24.99578357
510	24.99361065
511	24.99183258
512	24.99138861
513	24.9908957
514	24.98864619
515	24.98807494
516	24.98781403
517	24.98745231
518	24.98701779
519	24.98268107
520	24.9822828
521	24.98197654
522	24.98116557
523	24.97578999
524	24.97046218
525	24.95932551
526	24.9591202
527	24.95898308
528	24.95871284
529	24.95813396
530	24.95189601
531	24.94520615
532	24.94349365
533	24.94251547
534	24.94212504
535	24.94175714
536	24.93014523
537	24.92972921
538	24.92577237
539	24.92064448
540	24.92022212
541	24.91738468
542	24.91672982
543	24.91650101
544	24.91529034
545	24.91245293
546	24.91221021
547	24.9101085
548	24.90977832
549	24.90956902
550	24.90918137
551	24.90451114
552	24.90415463
553	24.9028955
554	24.89902785
555	24.89614801
556	24.89556843
557	24.89387174
558	24.89264999
559	24.89226835
560	24.88704255
561	24.88364389
562	24.88342128
563	24.87951712
564	24.87487565
565	24.86937584
566	24.86775104
567	24.86647464
568	24.86482946
569	24.86414718
570	24.86044077
571	24.85984539
572	24.85865853
573	24.85855135
574	24.85783873
575	24.856362
576	24.85587782
577	24.85228962
578	24.85220285
579	24.85042498
580	24.84772597
581	24.84740981
582	24.84660517
583	24.84619691
584	24.84300695
585	24.84284737
586	24.83948441
587	24.8323163
588	24.83153881
589	24.82833177
590	24.82754723
591	24.82529953
592	24.82305273
593	24.82145022
594	24.81863996
595	24.8177081
596	24.8171788
597	24.81670862
598	24.81636066
599	24.8160063
600	24.81435549
601	24.81413688
602	24.81402038
603	24.81287395
604	24.81270812
605	24.80927091
606	24.80779298
607	24.80758207
608	24.8072956
609	24.80673257
610	24.80577605
611	24.80362705
612	24.80342256
613	24.80266925
614	24.802048
615	24.80179911
616	24.80010384
617	24.79833401
618	24.79814934
619	24.79712257
620	24.79367704
621	24.79352414
622	24.79273889
623	24.79064652
624	24.78882278
625	24.78182735
626	24.78023785
627	24.77992119
628	24.77141701
629	24.76999191
630	24.76988131
631	24.76925354
632	24.76881029
633	24.76865503
634	24.76732171
635	24.7670086
636	24.76595998
637	24.7646178
638	24.76442658
639	24.76426896
640	24.76242995
641	24.7597746
642	24.75866771
643	24.75680943
644	24.75607536
645	24.75568898
646	24.75483405
647	24.7544466
648	24.74848746
649	24.74826249
650	24.74681306
651	24.74506275
652	24.73518742
653	24.73345582
654	24.73332269
655	24.73302673
656	24.73277022
657	24.7314752
658	24.72900536
659	24.72866273
660	24.72795526
661	24.72625644
662	24.7254393
663	24.72517545
664	24.72378672
665	24.72209695
666	24.72185248
667	24.72178696
668	24.72074587
669	24.71906464
670	24.71837209
671	24.7170795
672	24.71666969
673	24.71660636
674	24.71650945
675	24.71603346
676	24.71581948
677	24.71550635
678	24.71530157
679	24.71374889
680	24.71368137
681	24.70401593
682	24.70309858
683	24.70282491
684	24.70273945
685	24.70262052
686	24.70220089
687	24.69852889
688	24.69481744
689	24.6946378
690	24.6941245
691	24.69400642
692	24.69315471
693	24.69265574
694	24.69197466
695	24.6916109
696	24.68645357
697	24.68539038
698	24.68475255
699	24.68440961
700	24.68420486
701	24.68404212
702	24.68380858
703	24.68359533
704	24.6833968
705	24.68302227
706	24.68203349
707	24.68079147
708	24.67740952
709	24.67669599
710	24.6762841
711	24.67512673
712	24.67157005
713	24.66959633
714	24.66926366
715	24.66812505
716	24.6667283
717	24.6659205
718	24.66497289
719	24.66386606
720	24.65985601
721	24.65968285
722	24.65827013
723	24.65673861
724	24.65650209
725	24.65528581
726	24.65504098
727	24.65323176
728	24.6530722
729	24.65149448
730	24.64796714
731	24.64176169
732	24.64093415
733	24.6408506
734	24.63929444
735	24.63816419
736	24.63704934
737	24.63540216
738	24.63436511
739	24.63304875
740	24.63179708
741	24.63144377
742	24.6304528
743	24.63004838
744	24.62679256
745	24.62573596
746	24.61669785
747	24.6139368
748	24.60624713
749	24.60571139
750	24.6025345
751	24.59360761
752	24.59307415
753	24.59108308
754	24.59012581
755	24.5856942
756	24.5850143
757	24.57864976
758	24.57813839
759	24.56961413
760	24.56844227
761	24.56417409
762	24.5610516
763	24.55647354
764	24.55208336
765	24.54884289
766	24.54866986
767	24.54757787
768	24.54713164
769	24.54554666
770	24.54545757
771	24.54512327
772	24.54417823
773	24.54351866
774	24.54062524
775	24.54010162
776	24.53914236
777	24.53855445
778	24.5374408
779	24.53725094
780	24.53684954
781	24.53620476
782	24.53568114
783	24.53502954
784	24.53341087
785	24.53295501
786	24.53178361
787	24.53135117
788	24.53080847
789	24.5303983
790	24.52970141
791	24.52904129
792	24.5281558
793	24.52812082
794	24.5268338
795	24.5259303
796	24.52509662
797	24.52378416
798	24.52331223
799	24.5214086
800	24.52040749
801	24.5201997
802	24.51940053
803	24.51919157
804	24.51830596
805	24.51809546
806	24.51771196
807	24.51765151
808	24.51714607
809	24.5163859
810	24.51521827
811	24.51469474
812	24.5141219
813	24.51240021
814	24.51061466
815	24.50969364
816	24.50910603
817	24.50880504
818	24.50529905
819	24.50280172
820	24.50258859
821	24.50182733
822	24.4994699
823	24.49920921
824	24.49498697
825	24.49169728
826	24.49157026
827	24.49092031
828	24.48941173
829	24.48815259
830	24.48699088
831	24.4863743
832	24.48441162
833	24.48357354
834	24.48308566
835	24.47855156
836	24.47596585
837	24.47584562
838	24.47442164
839	24.47416135
840	24.46863434
841	24.46659349
842	24.46617019
843	24.46209609
844	24.46103582
845	24.46024123
846	24.459378
847	24.45893173
848	24.45884931
849	24.45849442
850	24.45521536
851	24.45288016
852	24.45216983
853	24.45190074
854	24.4501226
855	24.44963149
856	24.44747492
857	24.44735245
858	24.44618245
859	24.44116403
860	24.44111641
861	24.43856879
862	24.43823045
863	24.43742035
864	24.43502706
865	24.43403991
866	24.43389314
867	24.43359281
868	24.43231845
869	24.43149909
870	24.43113613
871	24.42837317
872	24.42818224
873	24.4277604
874	24.42738319
875	24.4231986
876	24.42051661
877	24.41694554
878	24.41395508
879	24.41386782
880	24.40689129
881	24.40567487
882	24.40557644
883	24.40228207
884	24.39981452
885	24.39960845
886	24.39516167
887	24.39446304
888	24.39437797
889	24.39314744
890	24.39309815
891	24.39254625
892	24.38715232
893	24.38690507
894	24.38639858
895	24.38551986
896	24.38487689
897	24.38309216
898	24.38258807
899	24.38130007
900	24.38100138
901	24.38003942
902	24.37952886
903	24.37869088
904	24.37849588
905	24.37772926
906	24.37769762
907	24.37699435
908	24.3761531
909	24.37529119
910	24.37477989
911	24.37388101
912	24.37315194
913	24.37295657
914	24.37024482
915	24.37002958
916	24.36933595
917	24.36826409
918	24.36542849
919	24.36156162
920	24.36074597
921	24.36060822
922	24.36042529
923	24.35993034
924	24.35730446
925	24.35718232
926	24.35515382
927	24.35474583
928	24.35444108
929	24.35013792
930	24.3465275
931	24.34611703
932	24.34540123
933	24.34523398
934	24.3451104
935	24.34240673
936	24.34226013
937	24.3414827
938	24.34111679
939	24.33976049
940	24.33926329
941	24.33624628
942	24.33606248
943	24.33491168
944	24.33456577
945	24.33446034
946	24.33285841
947	24.32934838
948	24.32926521
949	24.32920403
950	24.32880147
951	24.32843369
952	24.32832074
953	24.32568982
954	24.32550513
955	24.32542007
956	24.32330324
957	24.31912384
958	24.31634635
959	24.31411658
960	24.31271701
961	24.31165599
962	24.30585809
963	24.30422711
964	24.30419789
965	24.30273554
966	24.3005887
967	24.29679526
968	24.2927843
969	24.2921667
970	24.29140364
971	24.29105164
972	24.2890523
973	24.28833595
974	24.2881473
975	24.281953
976	24.28185342
977	24.28112321
978	24.27646823
979	24.27314297
980	24.27259422
981	24.27233388
982	24.26915292
983	24.26853243
984	24.26534194
985	24.26519262
986	24.2626691
987	24.26026348
988	24.26022434
989	24.26006966
990	24.25843068
991	24.25774148
992	24.25636558
993	24.25442349
994	24.24919719
995	24.24907591
996	24.24640788
997	24.24612793
998	24.24526432
999	24.24410997
1000	24.24142598
1001	24.23765365
1002	24.23619319
1003	24.2353769
1004	24.23346451
1005	24.23292783
1006	24.23132411
1007	24.23127469
1008	24.23083219
1009	24.23076123
1010	24.23063533
1011	24.23029896
1012	24.22985339
1013	24.22795487
1014	24.2267114
1015	24.22639826
1016	24.22069055
1017	24.21952317
1018	24.21899787
1019	24.21726014
1020	24.21710981
1021	24.21678596
1022	24.21672591
1023	24.21668945
1024	24.21665562
1025	24.21620101
1026	24.21528678
1027	24.21516793
1028	24.21423366
1029	24.21396129
1030	24.21361436
1031	24.2131453
1032	24.2116162
1033	24.21141655
1034	24.20919059
1035	24.20542978
1036	24.20423659
1037	24.20377273
1038	24.20363514
1039	24.20346387
1040	24.20179863
1041	24.20053537
1042	24.19844105
1043	24.19785543
1044	24.19752293
1045	24.19626609
1046	24.19585842
1047	24.19484086
1048	24.19442443
1049	24.19403831
1050	24.19380103
1051	24.19369248
1052	24.19300096
1053	24.19288475
1054	24.19118482
1055	24.19065235
1056	24.19040375
1057	24.1891821
1058	24.1874539
1059	24.18739281
1060	24.18630141
1061	24.18332976
1062	24.1780295
1063	24.17789236
1064	24.17758998
1065	24.17667728
1066	24.17640154
1067	24.1750723
1068	24.17340043
1069	24.17320912
1070	24.17296463
1071	24.17234665
1072	24.17225256
1073	24.17196078
1074	24.17161493
1075	24.17013784
1076	24.16939764
1077	24.16929698
1078	24.16902265
1079	24.16856398
1080	24.16814917
1081	24.16777843
1082	24.16745849
1083	24.16583677
1084	24.16570041
1085	24.16232999
1086	24.16217351
1087	24.16108921
1088	24.15798445
1089	24.15619313
1090	24.1551363
1091	24.15491537
1092	24.15334767
1093	24.15330556
1094	24.15036228
1095	24.14982653
1096	24.14833776
1097	24.14687787
1098	24.14352104
1099	24.14329619
1100	24.14292105
1101	24.14238207
1102	24.14188955
1103	24.14172547
1104	24.14145542
1105	24.13971336
1106	24.13964197
1107	24.13906902
1108	24.1384954
1109	24.13637654
1110	24.13345475
1111	24.13337261
1112	24.13321421
1113	24.12826743
1114	24.10820292
1115	24.10613829
1116	24.10090264
1117	24.10000001
1118	24.09986119
1119	24.09912102
1120	24.09865123
1121	24.0982269
1122	24.0909394
1123	24.09081675
1124	24.08840383
1125	24.086183
1126	24.08486601
1127	24.08347966
1128	24.08314259
1129	24.07978067
1130	24.07957701
1131	24.07731186
1132	24.07615253
1133	24.0734904
1134	24.07323037
1135	24.06910074
1136	24.06894449
1137	24.06778132
1138	24.06633366
1139	24.06540399
1140	24.06512323
1141	24.06427318
1142	24.06282784
1143	24.06246696
1144	24.06232192
1145	24.06214842
1146	24.0620647
1147	24.06199086
1148	24.06131785
1149	24.06094815
1150	24.06083511
1151	24.0594346
1152	24.05856453
1153	24.05650209
1154	24.0561921
1155	24.05587792
1156	24.05550421
1157	24.0548216
1158	24.05446757
1159	24.05415502
1160	24.05394055
1161	24.05349014
1162	24.05196147
1163	24.05185813
1164	24.05072625
1165	24.04903184
1166	24.04742469
1167	24.04731229
1168	24.04703382
1169	24.04639381
1170	24.04620063
1171	24.04570359
1172	24.04533918
1173	24.04502826
1174	24.04466715
1175	24.04333102
1176	24.0425916
1177	24.04208849
1178	24.04145514
1179	24.04131222
1180	24.04097533
1181	24.04051154
1182	24.03968407
1183	24.03907759
1184	24.0386034
1185	24.03853868
1186	24.0377429
1187	24.0367752
1188	24.03666676
1189	24.03636548
1190	24.03628278
1191	24.03614574
1192	24.03606922
1193	24.03576613
1194	24.03517782
1195	24.03118108
1196	24.03105731
1197	24.02881506
1198	24.02793721
1199	24.02787475
1200	24.02684007
1201	24.02590564
1202	24.02540121
1203	24.0248276
1204	24.02431417
1205	24.02244374
1206	24.02231382
1207	24.02227619
1208	24.02158288
1209	24.0177238
1210	24.01736301
1211	24.01599546
1212	24.01561537
1213	24.01556016
1214	24.00853344
1215	24.0038004
1216	24.00343843
1217	23.99404277
1218	23.99393648
1219	23.99335814
1220	23.99290913
1221	23.99024764
1222	23.98978866
1223	23.98966529
1224	23.98778097
1225	23.98680694
1226	23.98656356
1227	23.98624861
1228	23.98605663
1229	23.9843353
1230	23.98406051
1231	23.98300945
1232	23.98073975
1233	23.98058095
1234	23.97922846
1235	23.97900597
1236	23.97827321
1237	23.97739989
1238	23.97485073
1239	23.97456503
1240	23.97372341
1241	23.97282833
1242	23.97226244
1243	23.97195803
1244	23.97112682
1245	23.9699602
1246	23.96989627
1247	23.96907649
1248	23.96903632
1249	23.96849483
1250	23.96749954
1251	23.96578855
1252	23.96568313
1253	23.9651397
1254	23.96175402
1255	23.96170803
1256	23.96159818
1257	23.96152774
1258	23.95980652
1259	23.95962709
1260	23.95933903
1261	23.95927088
1262	23.95770704
1263	23.95711308
1264	23.95656947
1265	23.95625411
1266	23.95489313
1267	23.95482938
1268	23.95426424
1269	23.95273613
1270	23.95191067
1271	23.95170119
1272	23.95163003
1273	23.95031383
1274	23.94998004
1275	23.94956745
1276	23.9482541
1277	23.94645993
1278	23.94497073
1279	23.94456349
1280	23.94443268
1281	23.9428299
1282	23.94151177
1283	23.93819879
1284	23.93676389
1285	23.93417275
1286	23.93379095
1287	23.93363361
1288	23.93056953
1289	23.93018853
1290	23.9300664
1291	23.92916132
1292	23.92901224
1293	23.92658323
1294	23.92610725
1295	23.92530621
1296	23.92496239
1297	23.92400735
1298	23.92391338
1299	23.92368659
1300	23.92351285
1301	23.92239032
1302	23.92209663
1303	23.92082724
1304	23.91970531
1305	23.91853011
1306	23.91695772
1307	23.91674956
1308	23.91562813
1309	23.91538139
1310	23.91291998
1311	23.91285308
1312	23.91224622
1313	23.91107747
1314	23.90899181
1315	23.90882716
1316	23.9086372
1317	23.90839966
1318	23.90765094
1319	23.90745548
1320	23.90270393
1321	23.90160996
1322	23.90138632
1323	23.90009634
1324	23.89796324
1325	23.89761936
1326	23.89738983
1327	23.89679465
1328	23.89666429
1329	23.89612514
1330	23.8957732
1331	23.89287675
1332	23.8926512
1333	23.89177225
1334	23.89080389
1335	23.88945336
1336	23.88570398
1337	23.88554278
1338	23.88527231
1339	23.88517128
1340	23.88503298
1341	23.8829898
1342	23.88261377
1343	23.88252217
1344	23.8823713
1345	23.88187173
1346	23.88116844
1347	23.8810137
1348	23.8807084
1349	23.88048303
1350	23.87829991
1351	23.87573795
1352	23.87388893
1353	23.87342702
1354	23.87209924
1355	23.87155779
1356	23.86681212
1357	23.86368723
1358	23.86346064
1359	23.86342618
1360	23.86260031
1361	23.86216229
1362	23.86206829
1363	23.86030167
1364	23.86015965
1365	23.86001093
1366	23.85835984
1367	23.8572851
1368	23.85691684
1369	23.85668539
1370	23.85502609
1371	23.85408307
1372	23.85395986
1373	23.85378822
1374	23.85267136
1375	23.85257458
1376	23.85241325
1377	23.85199807
1378	23.85172188
1379	23.85044386
1380	23.85020964
1381	23.84991062
1382	23.84985104
1383	23.84903328
1384	23.84835483
1385	23.84759678
1386	23.84747522
1387	23.84737473
1388	23.84712156
1389	23.84305012
1390	23.84268012
1391	23.84259394
1392	23.84222436
1393	23.84071952
1394	23.8402821
1395	23.84018969
1396	23.83860532
1397	23.83848539
1398	23.83828341
1399	23.8380877
1400	23.83789943
1401	23.83781311
1402	23.83770269
1403	23.83708923
1404	23.8368997
1405	23.83683643
1406	23.8365847
1407	23.83605864
1408	23.83595255
1409	23.8351775
1410	23.83396588
1411	23.83388819
1412	23.83371457
1413	23.83235178
1414	23.83122381
1415	23.83054144
1416	23.82925843
1417	23.82902514
1418	23.82822702
1419	23.8269473
1420	23.82689224
1421	23.8266434
1422	23.82615047
1423	23.82606703
1424	23.82603457
1425	23.82539063
1426	23.82529787
1427	23.82380775
1428	23.82372583
1429	23.82108296
1430	23.82086226
1431	23.82069361
1432	23.82009406
1433	23.81982423
1434	23.81792752
1435	23.81561528
1436	23.81246746
1437	23.81064804
1438	23.81039738
1439	23.80934231
1440	23.80891717
1441	23.80840879
1442	23.80796285
1443	23.80734315
1444	23.80725458
1445	23.80590792
1446	23.80584101
1447	23.80532127
1448	23.80284399
1449	23.80031995
1450	23.80028521
1451	23.79709938
1452	23.79267025
1453	23.79250385
1454	23.792442
1455	23.79224419
1456	23.79213913
1457	23.79207238
1458	23.79193244
1459	23.78789784
1460	23.78758953
1461	23.78688652
1462	23.78650713
1463	23.7863644
1464	23.7860275
1465	23.78590467
1466	23.7856887
1467	23.78505478
1468	23.78435395
1469	23.78391902
1470	23.78381649
1471	23.7827684
1472	23.78265772
1473	23.78227783
1474	23.78158256
1475	23.78136428
1476	23.78130878
1477	23.78114849
1478	23.77095504
1479	23.77086153
1480	23.77079356
1481	23.77043087
1482	23.77022255
1483	23.76990702
1484	23.76856216
1485	23.76732635
1486	23.76686403
1487	23.76672708
1488	23.76661688
1489	23.76651537
1490	23.76639769
1491	23.7652994
1492	23.76499739
1493	23.76484463
1494	23.76479706
1495	23.76430476
1496	23.76410575
1497	23.7639234
1498	23.76362693
1499	23.76341568
1500	23.76307566
1501	23.76303102
1502	23.76234464
1503	23.75965528
1504	23.75878804
1505	23.75721827
1506	23.7571273
1507	23.75691719
1508	23.75605952
1509	23.75476903
1510	23.75470081
1511	23.75464548
1512	23.75423222
1513	23.75089839
1514	23.74923039
1515	23.74921
1516	23.749078
1517	23.74812275
1518	23.7480592
1519	23.74801062
1520	23.74704054
1521	23.7466352
1522	23.7464319
1523	23.74632518
1524	23.74372435
1525	23.743549
1526	23.74231782
1527	23.74221574
1528	23.74176245
1529	23.74076092
1530	23.74000394
1531	23.73997565
1532	23.73929785
1533	23.73884556
1534	23.73742927
1535	23.73600128
1536	23.73546288
1537	23.73537176
1538	23.73440356
1539	23.73363716
1540	23.73164108
1541	23.73154707
1542	23.73033475
1543	23.73007147
1544	23.72945356
1545	23.72814012
1546	23.72794757
1547	23.72771107
1548	23.72710586
1549	23.72696621
1550	23.72687889
1551	23.72613864
1552	23.72567805
1553	23.72419362
1554	23.72177813
1555	23.72165389
1556	23.71944622
1557	23.71924546
1558	23.71914526
1559	23.71871168
1560	23.71679587
1561	23.71495203
1562	23.71439172
1563	23.71400816
1564	23.71316538
1565	23.71186744
1566	23.71182832
1567	23.71119145
1568	23.70895065
1569	23.70577849
1570	23.70553229
1571	23.70510065
1572	23.70487313
1573	23.70470781
1574	23.70375116
1575	23.70370658
1576	23.70250792
1577	23.7022758
1578	23.70199234
1579	23.70165208
1580	23.70123417
1581	23.70074824
1582	23.70028432
1583	23.70021205
1584	23.69995564
1585	23.69786643
1586	23.69711559
1587	23.69703431
1588	23.6969531
1589	23.69680285
1590	23.6966526
1591	23.69573008
1592	23.6956427
1593	23.69491132
1594	23.69457735
1595	23.69445226
1596	23.69416541
1597	23.69384174
1598	23.69155643
1599	23.69134874
1600	23.69115959
1601	23.69067321
1602	23.69060517
1603	23.68848092
1604	23.68842551
1605	23.6880266
1606	23.68786192
1607	23.68769216
1608	23.68724037
1609	23.68675238
1610	23.68564467
1611	23.6855487
1612	23.6849721
1613	23.68493527
1614	23.6848072
1615	23.68440577
1616	23.68193107
1617	23.68180595
1618	23.68091286
1619	23.68080871
1620	23.68064189
1621	23.68031001
1622	23.67990161
1623	23.67985682
1624	23.67981598
1625	23.67975464
1626	23.67943094
1627	23.67927948
1628	23.6766182
1629	23.67571086
1630	23.67468375
1631	23.67464999
1632	23.67442723
1633	23.67418393
1634	23.6734709
1635	23.67340085
1636	23.6733598
1637	23.67301876
1638	23.67290834
1639	23.67183726
1640	23.67026397
1641	23.66870738
1642	23.66818564
1643	23.66809997
1644	23.66786679
1645	23.66767171
1646	23.66657096
1647	23.666085
1648	23.66599989
1649	23.6656059
1650	23.66478144
1651	23.6646127
1652	23.66438882
1653	23.66407038
1654	23.66400339
1655	23.66237415
1656	23.66231847
1657	23.66193836
1658	23.66187176
1659	23.66182093
1660	23.65970839
1661	23.65967267
1662	23.65945633
1663	23.65848887
1664	23.65835056
1665	23.65642038
